loan_status,grade,sub_grade,verification_status,purpose,term,initial_list_status,emp_length,home_ownership,application_type,loan_amnt,annual_inc,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,mort_acc,pub_rec_bankruptcies,issue_d,earliest_cr_line,installment,int_rate,fico_range_low,fico_range_high,last_pymnt_amnt,last_pymnt_d,total_rec_int,addr_state,zip_code
Fully Paid,D,D5,Verified,home_improvement,60 months,w,7 years,MORTGAGE,JOINT,10199.00,225524.06,0.2347,1,5,7,0,3067.55,20.0939,30,2,0,May-2015,Nov-1993,233.34,20.7081,697,701,247.04,Jun-2016,13.36,TX,698xx
Fully Paid,D,D3,Source Verified,renewable_energy,36 months,f,2 years,OWN,JOINT,24189.00,87992.80,0.1743,1,7,2,0,17188.35,54.4054,15,2,0,Nov-2018,Feb-1988,766.89,15.7054,815,819,754.31,Apr-2020,279.49,CA,669xx
Current,C,C4,Not Verified,major_purchase,60 months,f,8 years,OWN,INDIVIDUAL,28625.00,200784.53,0.2080,0,0,1,0,6708.32,28.8491,25,3,0,Apr-2016,Oct-2000,572.23,11.0795,784,788,585.43,Jun-2016,553.70,AZ,770xx
Current,C,C2,Verified,credit_card,36 months,w,< 1 year,ANY,JOINT,36213.00,74859.93,0.1560,0,1,9,0,13268.91,44.1919,9,2,0,Mar-2020,Jan-1997,1156.32,16.6129,688,692,1137.05,Sep-2020,2523.96,NY,352xx
Current,E,E1,Not Verified,credit_card,36 months,w,1 year,ANY,JOINT,24972.00,86123.84,0.3579,0,2,8,1,29919.65,63.4574,21,4,0,Nov-2020,Oct-1999,864.28,27.3283,648,652,875.93,Dec-2020,984.77,AZ,270xx
Current,B,B5,Source Verified,car,36 months,f,2 years,MORTGAGE,INDIVIDUAL,5387.00,63185.40,0.2136,1,1,9,1,12608.34,61.1063,38,6,0,May-2020,Sep-2010,179.42,22.1100,814,818,152.31,Jan-2021,308.29,NY,897xx
Current,B,B3,Not Verified,other,36 months,f,9 years,RENT,INDIVIDUAL,22716.00,57606.00,0.1215,0,1,5,0,14390.83,18.0021,17,2,0,Jul-2014,Feb-1991,766.62,23.8813,606,610,768.30,May-2015,169.99,NC,939xx
Current,D,D3,Source Verified,debt_consolidation,36 months,f,1 year,OWN,JOINT,38156.00,202716.07,0.2517,0,3,27,1,2257.63,36.4739,37,3,0,Apr-2015,Jan-1991,1135.05,7.8793,626,630,1171.58,Jun-2015,1189.68,NJ,902xx
Current,C,C5,Source Verified,house,60 months,w,1 year,RENT,INDIVIDUAL,7501.00,74380.28,0.1776,1,1,12,0,4976.20,46.7989,33,3,0,Oct-2022,Feb-2012,162.37,16.5995,587,591,143.91,Feb-2023,275.04,AZ,177xx
Current,E,E4,Verified,vacation,36 months,f,4 years,OWN,INDIVIDUAL,32580.00,18345.85,0.0774,1,2,7,1,17462.02,46.2046,28,3,0,Oct-2016,Aug-2009,982.13,9.4698,768,772,944.91,Jan-2017,27.40,CA,206xx
Fully Paid,B,B4,Not Verified,credit_card,36 months,w,5 years,MORTGAGE,INDIVIDUAL,5396.00,109318.48,0.1579,1,4,14,0,24165.86,61.5291,26,0,0,Sep-2020,Dec-1999,176.61,19.8056,782,786,173.84,Sep-2021,500.92,FL,651xx
Current,D,D1,Source Verified,renewable_energy,36 months,f,10+ years,MORTGAGE,INDIVIDUAL,13479.00,145697.04,0.1378,2,1,15,0,9508.83,37.8962,35,4,0,Jan-2014,Aug-1983,464.48,26.7276,644,648,482.35,Feb-2014,440.08,CA,427xx
Current,A,A1,Not Verified,major_purchase,60 months,w,7 years,MORTGAGE,INDIVIDUAL,28788.00,49625.51,0.2439,2,1,10,0,1331.03,36.5862,21,2,0,Feb-2014,Apr-2011,537.66,6.6999,787,791,517.73,Sep-2014,290.06,TX,268xx
Current,A,A2,Not Verified,other,36 months,f,6 years,RENT,INDIVIDUAL,11393.00,25379.82,0.1187,0,8,4,1,5670.68,75.8468,31,0,0,May-2015,Oct-1987,336.19,6.9225,618,622,323.44,Sep-2016,123.39,GA,269xx
Fully Paid,A,A3,Not Verified,debt_consolidation,60 months,w,10+ years,ANY,INDIVIDUAL,31555.00,209152.75,0.2367,0,3,14,0,29824.00,48.2609,37,7,0,Oct-2018,Sep-2009,769.39,25.7193,824,828,764.06,Jul-2019,2992.20,CA,488xx
Current,D,D1,Source Verified,medical,36 months,f,8 years,ANY,INDIVIDUAL,32527.00,96734.85,0.1094,0,2,12,0,28156.15,37.2269,41,1,1,Nov-2020,Dec-2017,968.87,8.0354,674,678,955.31,May-2021,654.23,CA,482xx
Fully Paid,A,A1,Not Verified,wedding,36 months,w,4 years,MORTGAGE,INDIVIDUAL,12198.00,230592.15,0.1613,1,0,10,0,38627.86,59.4871,11,1,0,Mar-2019,Jan-2014,362.41,7.7307,665,669,327.40,Jul-2020,236.29,AZ,583xx
Fully Paid,D,D4,Source Verified,medical,36 months,f,5 years,MORTGAGE,INDIVIDUAL,34104.00,131286.42,0.2508,1,2,15,0,4770.05,58.2618,28,5,0,Jul-2015,Dec-2010,1094.37,17.2461,714,718,1097.15,Dec-2015,1198.11,TX,476xx
Current,C,C2,Not Verified,renewable_energy,36 months,w,5 years,RENT,INDIVIDUAL,32380.00,154756.80,0.1240,2,3,20,0,51934.42,42.3306,30,1,0,Feb-2022,Jul-2017,1104.46,25.3261,647,651,1089.85,Dec-2022,3801.80,AZ,519xx
Current,B,B5,Source Verified,major_purchase,60 months,f,1 year,MORTGAGE,INDIVIDUAL,5283.00,23083.49,0.2131,0,3,3,0,15922.09,68.7018,5,0,0,Jul-2015,Nov-1995,125.16,23.4117,790,794,105.39,Nov-2016,625.43,CA,919xx
Current,C,C1,Source Verified,credit_card,60 months,f,9 years,ANY,JOINT,9770.00,131839.81,0.2784,0,2,11,0,9776.97,61.5494,39,3,0,Mar-2019,Aug-2006,242.96,27.3368,625,629,237.94,Sep-2019,1311.75,NJ,586xx
Current,D,D3,Source Verified,medical,60 months,w,3 years,MORTGAGE,INDIVIDUAL,1189.00,19321.52,0.0770,0,4,8,0,2208.50,71.7501,23,1,0,Oct-2018,Feb-2013,22.05,6.2533,799,803,30.18,Jan-2020,23.20,TX,162xx
Fully Paid,C,C5,Not Verified,moving,36 months,w,7 years,OWN,INDIVIDUAL,28742.00,207673.74,0.1243,1,0,14,1,14168.27,64.7847,18,1,0,Jan-2021,Feb-1990,986.09,26.1216,724,728,1011.89,Jun-2021,3463.00,TX,209xx
Current,A,A1,Source Verified,major_purchase,36 months,w,10+ years,MORTGAGE,INDIVIDUAL,37278.00,40736.52,0.2887,0,4,3,0,16840.50,59.7032,22,1,0,May-2018,Aug-2016,1187.32,16.2910,792,796,1161.61,Sep-2018,516.86,NJ,908xx
Current,F,F2,Source Verified,moving,36 months,f,6 years,MORTGAGE,INDIVIDUAL,24729.00,169380.64,0.1789,1,1,8,0,1290.63,58.5018,18,1,0,Apr-2016,Jan-1988,788.12,16.3696,684,688,791.98,Oct-2016,1587.56,IL,538xx
Fully Paid,B,B4,Verified,home_improvement,60 months,w,7 years,MORTGAGE,INDIVIDUAL,27971.00,176727.85,0.1244,0,4,13,0,22116.07,34.2065,41,2,0,Nov-2019,Jul-1991,639.50,20.6540,598,602,610.53,Dec-2020,548.13,AZ,773xx
Fully Paid,C,C1,Verified,renewable_energy,36 months,w,6 years,ANY,INDIVIDUAL,25361.00,200803.11,0.2836,2,2,1,0,13635.40,46.9699,29,6,0,Aug-2021,Feb-2017,787.10,13.0319,733,737,796.22,Nov-2022,1884.39,NJ,335xx
Fully Paid,D,D3,Verified,moving,60 months,w,4 years,ANY,JOINT,23274.00,141528.52,0.1988,1,2,15,0,8610.55,62.3105,41,2,0,Nov-2017,Jan-2003,427.90,5.7292,721,725,434.72,Feb-2019,452.78,GA,991xx
Current,D,D1,Not Verified,debt_consolidation,36 months,w,7 years,ANY,INDIVIDUAL,29282.00,55326.79,0.2247,0,3,15,0,10273.91,35.2955,30,2,0,Nov-2019,Mar-2007,988.38,23.9047,651,655,988.54,Aug-2020,2412.02,NC,782xx
Fully Paid,F,F4,Not Verified,debt_consolidation,36 months,f,5 years,MORTGAGE,INDIVIDUAL,29895.00,46477.65,0.1245,1,2,11,1,237.21,60.9407,18,0,0,Feb-2022,Oct-2017,1001.61,22.9064,607,611,973.67,Oct-2022,1145.61,NC,323xx
Current,E,E2,Not Verified,renewable_energy,36 months,w,10+ years,ANY,INDIVIDUAL,10923.00,22716.42,0.2875,0,1,14,0,43930.87,40.8843,36,3,0,Jun-2017,Aug-1998,336.62,12.1604,795,799,326.69,Oct-2018,95.10,WA,543xx
Fully Paid,C,C1,Source Verified,renewable_energy,60 months,w,7 years,OWN,INDIVIDUAL,30528.00,194588.07,0.1324,1,0,16,1,32831.47,20.7919,35,2,0,Nov-2022,Jul-1993,751.20,26.4676,606,610,709.44,Sep-2023,3754.67,NY,978xx
Current,D,D3,Not Verified,vacation,60 months,f,6 years,MORTGAGE,JOINT,25910.00,91450.72,0.1948,1,2,13,0,181.10,65.0557,16,6,0,Oct-2016,Dec-1988,550.77,15.3015,651,655,583.06,Jan-2018,2124.26,NC,698xx
Fully Paid,F,F4,Source Verified,other,60 months,w,8 years,RENT,INDIVIDUAL,4813.00,45131.68,0.1918,0,4,7,1,25226.79,23.0734,28,2,1,Sep-2020,Jan-2007,115.71,24.5842,607,611,124.32,Dec-2020,631.26,WA,557xx
Current,D,D3,Not Verified,credit_card,36 months,w,8 years,MORTGAGE,INDIVIDUAL,31238.00,192997.00,0.1349,1,2,7,1,6546.99,38.5300,29,5,0,Jan-2017,Feb-1999,1077.78,26.8981,751,755,1067.80,Jan-2017,4148.89,WA,336xx
In Grace Period,B,B3,Not Verified,other,60 months,w,7 years,ANY,INDIVIDUAL,5354.00,206044.28,0.0665,2,2,10,0,5926.84,76.3012,35,2,1,Mar-2020,Oct-2015,118.10,17.9704,628,632,91.43,Jul-2020,363.62,TX,648xx
Current,D,D4,Not Verified,major_purchase,36 months,w,4 years,MORTGAGE,JOINT,4474.00,180970.99,0.1756,2,3,5,0,2057.87,35.0829,28,6,0,Jun-2019,Jan-1991,148.84,21.9622,758,762,130.38,Nov-2019,428.94,CA,672xx
Current,D,D1,Verified,medical,60 months,f,1 year,RENT,INDIVIDUAL,2403.00,60331.12,0.0000,0,3,14,0,1176.75,33.6611,42,1,0,Sep-2018,Jan-1994,52.51,17.2787,593,597,34.86,Sep-2019,71.55,NY,123xx
Current,E,E1,Verified,house,36 months,w,2 years,MORTGAGE,INDIVIDUAL,2715.00,60731.32,0.1185,1,1,14,0,608.62,33.7581,28,2,0,Jul-2016,Sep-2008,86.08,15.7148,590,594,64.35,Apr-2017,172.33,NY,834xx
Late (31-120 days),B,B5,Verified,debt_consolidation,36 months,f,9 years,MORTGAGE,INDIVIDUAL,36209.00,220165.01,0.4014,2,4,20,1,16134.49,41.2950,40,1,0,Mar-2019,Aug-1991,1117.73,12.3647,606,610,1097.66,Jan-2020,213.08,NJ,151xx
Current,B,B4,Not Verified,house,36 months,f,< 1 year,MORTGAGE,INDIVIDUAL,36934.00,189716.29,0.2791,2,2,20,0,3930.07,59.9800,24,2,0,May-2021,Sep-1991,1138.50,12.1903,745,749,1133.64,Oct-2022,2120.73,GA,479xx
Fully Paid,D,D4,Verified,car,36 months,f,2 years,RENT,JOINT,8583.00,212801.05,0.1059,1,1,12,1,35755.99,37.2524,37,1,0,Jan-2020,Nov-1991,293.76,25.7927,717,721,288.60,Jul-2020,238.47,NY,354xx
Current,A,A4,Not Verified,vacation,36 months,w,1 year,ANY,JOINT,9154.00,28422.49,0.2552,1,3,9,0,3279.95,77.9271,38,3,0,Mar-2019,Nov-2012,287.85,14.6682,684,688,273.63,Apr-2020,36.52,AZ,265xx
Current,B,B3,Source Verified,other,36 months,f,6 years,MORTGAGE,INDIVIDUAL,4024.00,215906.59,0.1625,1,4,11,0,13143.33,26.7684,17,2,0,Mar-2014,Apr-1991,124.79,12.9349,648,652,122.13,Apr-2014,183.92,NJ,545xx
Fully Paid,E,E2,Verified,renewable_energy,60 months,w,4 years,ANY,INDIVIDUAL,31511.00,73157.35,0.2289,0,2,3,1,15478.03,66.6845,23,2,0,Apr-2016,Sep-2001,655.90,13.8271,829,833,632.01,Mar-2017,955.11,AZ,659xx
Current,C,C5,Source Verified,car,36 months,w,4 years,OWN,INDIVIDUAL,1870.00,116115.70,0.0866,1,1,9,1,16874.81,43.1382,28,5,0,Mar-2019,Mar-2015,59.04,15.1879,826,830,60.67,Apr-2020,50.01,AZ,360xx
Current,B,B5,Source Verified,major_purchase,36 months,f,9 years,ANY,INDIVIDUAL,28906.00,207078.08,0.2219,0,0,13,0,7402.39,75.5383,28,1,0,Sep-2018,Dec-2000,962.54,22.0844,782,786,950.51,Jul-2019,1750.59,CA,232xx
Current,A,A4,Verified,moving,60 months,w,4 years,RENT,JOINT,25450.00,132648.48,0.2671,1,1,11,0,8576.85,42.8928,25,3,0,May-2014,Feb-2009,511.31,11.4138,804,808,524.62,Nov-2014,1289.87,CA,489xx
Fully Paid,D,D5,Verified,renewable_energy,60 months,w,3 years,OWN,INDIVIDUAL,21966.00,81423.42,0.0402,1,1,11,1,1510.24,83.9774,26,1,0,Dec-2021,Jul-2012,407.60,6.2970,676,680,437.07,Oct-2022,16.15,AZ,487xx
Fully Paid,C,C1,Verified,debt_consolidation,36 months,w,7 years,MORTGAGE,INDIVIDUAL,35834.00,36749.76,0.0907,1,0,6,1,14826.80,26.5054,22,5,0,Jun-2018,Mar-2007,1235.93,26.8502,789,793,1242.05,Dec-2018,5486.96,AZ,226xx
Current,D,D3,Not Verified,small_business,36 months,f,2 years,OWN,INDIVIDUAL,2969.00,203414.76,0.0761,3,3,8,0,17794.57,81.7528,13,2,0,Aug-2016,Apr-2014,100.27,23.9795,692,696,142.57,Oct-2017,250.35,GA,787xx
Current,D,D1,Verified,debt_consolidation,60 months,w,9 years,MORTGAGE,INDIVIDUAL,10529.00,94870.85,0.1434,1,3,13,1,13533.54,39.8320,13,1,0,Apr-2015,Jun-1997,260.63,26.9571,728,732,245.37,Mar-2016,904.60,NC,270xx
Current,G,G1,Verified,moving,36 months,f,10+ years,RENT,JOINT,22406.00,179341.05,0.1364,1,1,12,1,1240.15,55.2823,37,0,0,Mar-2020,Feb-2006,687.21,11.5715,751,755,708.70,Jul-2021,1046.75,IL,684xx
Fully Paid,B,B1,Source Verified,other,36 months,f,9 years,OWN,INDIVIDUAL,23052.00,97646.53,0.2673,2,0,3,1,12244.50,24.4977,6,4,0,Sep-2022,Mar-2017,794.66,26.7781,658,662,803.90,Dec-2022,1672.01,GA,972xx
Fully Paid,B,B4,Not Verified,renewable_energy,36 months,w,7 years,ANY,INDIVIDUAL,2395.00,20532.65,0.2216,2,4,3,0,6970.72,50.8289,14,0,0,Jan-2016,Dec-1992,82.83,27.2261,686,690,107.80,Oct-2016,298.22,NY,922xx
Current,C,C5,Source Verified,wedding,36 months,w,10+ years,OWN,INDIVIDUAL,28563.00,131404.18,0.0795,0,3,9,0,28256.00,32.3163,21,1,0,Apr-2018,Aug-2008,907.52,15.9787,630,634,914.53,Jul-2018,2267.80,TX,824xx
Fully Paid,E,E4,Not Verified,other,36 months,f,1 year,MORTGAGE,INDIVIDUAL,32183.00,45371.65,0.0981,0,0,9,0,16410.01,52.6034,15,1,0,Dec-2022,Mar-2010,979.95,10.6867,595,599,991.51,Aug-2023,57.77,AZ,456xx
Fully Paid,A,A2,Source Verified,major_purchase,36 months,w,4 years,ANY,INDIVIDUAL,19479.00,136497.57,0.2322,1,1,10,1,29974.02,43.6840,21,2,0,Aug-2016,Mar-2000,608.55,13.8533,583,587,596.68,Jun-2017,1131.04,AZ,515xx
Current,G,G2,Verified,major_purchase,36 months,f,10+ years,RENT,JOINT,26735.00,220820.22,0.2554,1,1,13,0,2802.95,73.7908,19,1,0,Nov-2019,Feb-2006,847.54,15.6946,635,639,853.95,Nov-2019,1125.85,AZ,248xx
Current,B,B4,Source Verified,other,36 months,w,5 years,ANY,INDIVIDUAL,34453.00,158976.61,0.2071,1,3,7,0,8388.50,33.6454,29,0,0,Mar-2020,Jan-2003,1151.04,22.5251,805,809,1133.21,Nov-2020,3783.97,WA,606xx
Fully Paid,D,D4,Verified,wedding,36 months,w,< 1 year,ANY,JOINT,21501.00,230813.95,0.0840,0,2,13,1,10148.64,64.7398,24,2,0,Jan-2015,May-1993,640.25,8.0000,775,779,635.95,Jan-2016,799.60,NY,102xx
Fully Paid,C,C4,Verified,renewable_energy,36 months,f,10+ years,OWN,INDIVIDUAL,37435.00,200124.17,0.2511,2,1,10,0,37334.50,48.6454,29,4,0,Sep-2015,Apr-2007,1124.79,9.0747,634,638,1087.00,Jun-2016,1999.87,WA,911xx
Fully Paid,C,C2,Verified,home_improvement,60 months,f,1 year,RENT,INDIVIDUAL,3328.00,163164.40,0.1934,1,1,9,0,3728.06,59.8355,24,3,0,Mar-2018,Mar-1989,64.03,8.5734,597,601,87.60,Oct-2018,83.73,CA,265xx
Current,D,D3,Verified,debt_consolidation,60 months,w,7 years,OWN,INDIVIDUAL,3147.00,233655.08,0.2527,1,4,2,0,9057.69,37.9710,2,1,1,May-2019,Jul-1994,76.29,25.2536,800,804,76.10,Oct-2019,187.57,IL,811xx
Fully Paid,C,C3,Source Verified,moving,60 months,f,7 years,MORTGAGE,JOINT,13096.00,168502.43,0.2302,0,2,13,0,17034.12,23.3580,39,0,0,Sep-2017,Nov-2010,325.75,27.3582,588,592,352.63,Nov-2017,1589.04,CA,874xx
Fully Paid,D,D3,Verified,renewable_energy,36 months,f,6 years,MORTGAGE,INDIVIDUAL,31709.00,79938.43,0.0005,0,0,9,0,3213.07,60.3233,27,3,0,Jun-2021,Oct-2000,1034.63,19.4040,807,811,1030.77,May-2022,3199.15,NY,364xx
Current,D,D4,Source Verified,wedding,36 months,w,9 years,MORTGAGE,JOINT,16474.00,180232.49,0.2422,1,3,9,0,3411.96,38.9997,16,4,0,May-2018,Jun-2016,499.08,10.0689,644,648,504.39,Jun-2018,553.43,WA,705xx
Current,D,D5,Verified,credit_card,36 months,f,2 years,MORTGAGE,JOINT,38728.00,235092.46,0.2154,1,4,19,0,40712.59,55.1548,30,7,0,Jan-2019,Jan-2001,1223.30,15.2367,586,590,1258.53,Apr-2020,960.35,IL,973xx
Fully Paid,D,D2,Source Verified,small_business,60 months,f,4 years,OWN,INDIVIDUAL,19026.00,91933.93,0.1217,1,6,1,0,1788.37,16.5833,26,2,0,Aug-2020,Jun-1996,470.15,26.8143,688,692,460.61,Nov-2021,1770.33,WA,682xx
Current,C,C2,Verified,car,36 months,f,3 years,MORTGAGE,INDIVIDUAL,19190.00,75743.50,0.2537,1,3,16,1,8132.45,56.0197,23,1,0,May-2014,Jul-2008,657.18,25.8729,717,721,632.41,Feb-2015,614.23,WA,810xx
Fully Paid,D,D3,Verified,debt_consolidation,36 months,f,4 years,RENT,INDIVIDUAL,32829.00,207028.25,0.0875,0,2,14,1,21420.78,82.8787,15,2,0,Apr-2018,May-1993,1016.93,12.7946,666,670,1042.89,Apr-2018,2334.24,NY,811xx
Current,A,A3,Not Verified,vacation,60 months,f,7 years,RENT,INDIVIDUAL,14415.00,35635.91,0.0669,0,2,8,0,23814.04,63.6993,10,6,0,Jan-2022,Dec-2016,272.78,7.5220,773,777,275.36,Mar-2022,75.20,GA,750xx
Default,A,A5,Source Verified,vacation,36 months,f,9 years,RENT,JOINT,8789.00,75387.62,0.1725,1,0,6,1,17105.22,32.6387,30,0,1,Aug-2018,Jun-2011,303.64,27.0786,640,644,271.85,Aug-2018,564.28,AZ,803xx
Current,C,C1,Verified,debt_consolidation,36 months,f,3 years,RENT,INDIVIDUAL,14202.00,24075.29,0.2595,0,1,11,0,24389.17,42.0402,12,4,0,May-2016,Aug-1993,442.36,13.4791,645,649,421.09,Dec-2016,652.29,FL,748xx
Current,B,B4,Verified,house,36 months,w,9 years,RENT,INDIVIDUAL,2339.00,105462.92,0.1365,1,4,8,0,14698.37,44.9047,20,0,0,Sep-2017,Jun-2010,78.90,23.8255,748,752,93.41,Nov-2018,248.62,AZ,980xx
Current,C,C3,Not Verified,renewable_energy,60 months,f,2 years,ANY,INDIVIDUAL,13091.00,56488.77,0.2941,0,1,4,1,17424.37,51.4483,17,2,0,Sep-2014,Mar-2002,240.78,5.7550,809,813,229.36,Apr-2015,422.74,NC,802xx
Current,A,A3,Source Verified,small_business,36 months,w,10+ years,RENT,INDIVIDUAL,28603.00,62285.29,0.2436,3,3,13,0,12416.27,68.0847,30,1,0,Jan-2015,Apr-2006,888.23,13.1044,824,828,867.00,Jan-2015,765.91,FL,112xx
Current,E,E5,Verified,car,36 months,f,8 years,ANY,INDIVIDUAL,2143.00,144769.41,0.0692,2,3,11,0,28726.66,49.2503,35,4,0,Mar-2021,Nov-2009,63.48,7.3850,636,640,45.08,Aug-2021,51.99,TX,520xx
Fully Paid,A,A2,Not Verified,home_improvement,36 months,w,1 year,RENT,INDIVIDUAL,21459.00,44361.32,0.3281,0,2,3,1,7623.00,29.8862,8,2,0,Apr-2022,Sep-2006,626.83,5.7319,583,587,637.17,Feb-2023,356.95,WA,111xx
Fully Paid,D,D5,Not Verified,home_improvement,36 months,w,2 years,MORTGAGE,JOINT,27449.00,50521.04,0.1233,1,2,1,0,548.01,62.2419,8,1,0,Aug-2021,Sep-2018,858.25,13.9571,669,673,864.92,Jan-2022,547.38,NJ,844xx
Fully Paid,C,C3,Verified,credit_card,60 months,w,1 year,ANY,INDIVIDUAL,27792.00,164119.80,0.1881,0,0,10,0,4335.13,31.4009,35,4,0,Oct-2014,Sep-1992,657.68,23.3260,817,821,694.98,Feb-2015,2726.37,AZ,561xx
Charged Off,A,A2,Source Verified,wedding,60 months,w,4 years,MORTGAGE,INDIVIDUAL,22635.00,138171.88,0.1478,1,5,10,0,19225.13,18.7022,29,1,1,Jul-2018,Mar-1997,481.30,15.3232,601,605,461.58,Jun-2019,917.72,NC,132xx
In Grace Period,B,B5,Source Verified,credit_card,60 months,w,6 years,RENT,INDIVIDUAL,7153.00,147345.97,0.2161,2,5,5,1,14476.53,73.1043,12,5,0,Dec-2015,Feb-2006,141.20,10.2423,630,634,159.01,Feb-2017,135.20,GA,688xx
Fully Paid,C,C3,Source Verified,small_business,36 months,w,7 years,RENT,INDIVIDUAL,9422.00,27082.46,0.2376,0,2,17,2,41788.07,51.1822,44,1,0,Apr-2019,Mar-2000,288.32,11.2921,813,817,317.04,May-2020,295.34,IL,693xx
Current,A,A4,Source Verified,renewable_energy,60 months,w,5 years,RENT,INDIVIDUAL,17884.00,127888.85,0.1409,1,1,5,1,14996.96,17.2081,9,4,0,Aug-2022,Dec-2015,409.30,20.7333,739,743,375.86,Nov-2023,30.98,NJ,910xx
Fully Paid,C,C3,Verified,major_purchase,36 months,f,< 1 year,RENT,INDIVIDUAL,19228.00,144368.41,0.2263,0,3,17,0,5776.75,58.3209,24,2,0,Jan-2014,Mar-1999,641.27,22.2932,661,665,603.43,Sep-2014,840.81,NC,753xx
Fully Paid,E,E2,Verified,home_improvement,36 months,f,8 years,MORTGAGE,JOINT,25996.00,18301.81,0.1952,1,3,23,2,30442.86,63.3661,44,0,0,May-2020,Jul-2013,860.05,21.2245,583,587,862.95,Jul-2020,2557.20,NY,879xx
Fully Paid,F,F4,Verified,home_improvement,36 months,w,6 years,MORTGAGE,INDIVIDUAL,16265.00,76593.22,0.2578,1,5,4,2,14516.78,57.9461,21,0,0,Jan-2022,Mar-1995,560.97,26.8459,826,830,552.93,May-2022,726.31,TX,956xx
Fully Paid,C,C4,Not Verified,wedding,60 months,f,8 years,RENT,INDIVIDUAL,39711.00,152688.87,0.0987,3,2,10,1,13984.35,32.5808,19,3,0,Aug-2017,Jul-1988,858.26,16.4865,767,771,840.14,Apr-2018,2556.93,FL,289xx
Fully Paid,D,D1,Verified,renewable_energy,60 months,w,4 years,OWN,INDIVIDUAL,11105.00,134107.31,0.1432,0,2,13,1,14211.64,55.7636,25,0,0,Oct-2015,Jan-1998,268.41,25.0108,591,595,277.67,Nov-2016,91.28,TX,711xx
Current,B,B1,Source Verified,major_purchase,36 months,f,< 1 year,RENT,INDIVIDUAL,20292.00,161453.31,0.2334,1,1,7,1,1601.19,49.9244,22,6,0,Nov-2015,Jun-2005,654.07,17.8213,783,787,661.58,Sep-2016,800.16,GA,876xx
Current,A,A2,Not Verified,debt_consolidation,60 months,f,1 year,RENT,INDIVIDUAL,8580.00,203661.40,0.2350,2,0,17,1,20132.07,44.3483,41,2,0,Dec-2020,Mar-1991,199.37,21.8985,810,814,175.05,Oct-2021,16.74,NC,928xx
Fully Paid,A,A5,Not Verified,renewable_energy,36 months,f,3 years,ANY,JOINT,7642.00,21376.77,0.1724,1,0,9,0,31154.57,49.9901,21,1,0,Dec-2018,Apr-2005,224.86,6.5857,755,759,212.16,Mar-2020,239.01,GA,522xx
Fully Paid,D,D2,Verified,debt_consolidation,36 months,w,8 years,MORTGAGE,JOINT,29558.00,95998.89,0.1463,1,0,13,1,11463.72,21.6878,42,5,0,Mar-2016,Jul-2008,904.84,11.3381,785,789,909.06,Feb-2017,1529.44,FL,174xx
Fully Paid,F,F2,Verified,debt_consolidation,60 months,f,1 year,RENT,JOINT,13677.00,56266.78,0.3012,0,3,5,1,34514.87,36.5609,5,1,0,Mar-2018,Sep-2009,337.80,26.7715,750,754,300.25,Jun-2019,985.58,WA,579xx
Current,A,A2,Source Verified,renewable_energy,36 months,f,< 1 year,RENT,INDIVIDUAL,38734.00,169773.96,0.1531,2,0,4,0,5519.71,55.5176,27,0,0,Mar-2015,Dec-2004,1183.37,11.0932,788,792,1202.66,Mar-2015,1584.63,WA,506xx
Fully Paid,C,C3,Not Verified,renewable_energy,36 months,f,6 years,MORTGAGE,INDIVIDUAL,25205.00,77034.48,0.2038,1,2,6,1,33774.19,64.0226,35,5,0,Jan-2016,Jan-2004,849.05,23.6315,693,697,816.77,Nov-2016,2038.54,NC,476xx
Fully Paid,E,E1,Not Verified,wedding,60 months,f,1 year,ANY,JOINT,36062.00,62328.50,0.2630,1,1,12,1,29623.46,58.5216,27,3,0,Jul-2021,Aug-1999,881.43,25.9176,779,783,883.74,Mar-2022,1810.90,IL,218xx
Fully Paid,A,A4,Verified,debt_consolidation,36 months,f,2 years,ANY,INDIVIDUAL,32907.00,79706.99,0.3089,1,1,3,1,7887.00,44.7119,15,0,0,Aug-2022,Aug-2009,971.69,7.0025,641,645,974.81,Nov-2022,822.25,TX,957xx
Fully Paid,A,A1,Not Verified,wedding,36 months,f,8 years,OWN,INDIVIDUAL,39303.00,219117.86,0.1055,0,0,12,1,11690.47,58.4871,27,2,0,Nov-2019,Jun-1989,1309.64,22.1758,593,597,1293.37,Jan-2020,1055.38,WA,118xx
Current,E,E2,Not Verified,wedding,36 months,w,6 years,MORTGAGE,INDIVIDUAL,8546.00,82145.34,0.2127,0,1,13,0,5384.56,35.0972,27,1,0,Feb-2017,Nov-2005,278.91,19.4360,633,637,244.54,Feb-2017,627.23,NJ,660xx
Current,B,B5,Not Verified,major_purchase,36 months,f,4 years,OWN,INDIVIDUAL,29190.00,147341.95,0.0060,2,2,3,0,32854.16,50.5060,4,1,0,Nov-2022,Aug-2009,918.60,14.7677,586,590,954.31,Nov-2022,2003.66,WA,916xx
Current,E,E3,Source Verified,moving,60 months,f,8 years,RENT,INDIVIDUAL,17360.00,110280.61,0.1828,1,1,12,0,18898.66,22.4915,12,0,0,Jun-2021,Oct-2006,423.54,25.7696,720,724,412.79,Mar-2022,1127.21,NY,175xx
